order_id,order_date,customer_id,customer_age,customer_city,category,product,quantity,unit_price,total_price,order_month,day_of_week
ORD-000485,2024-01-10,CUST-2866,64,İstanbul,Giyim,Nemlendirici,1,3518.49,3518.49,2024-01,Wednesday
ORD-000486,2024-09-02,CUST-1834,55,Diğer,Ev & Yaşam,Laptop,2,1325.4,2650.8,2024-09,Monday
ORD-000487,2024-11-20,CUST-2203,41,İstanbul,Elektronik,Koşu Bandı,2,4617.25,9234.5,2024-11,Wednesday
ORD-000488,2024-04-09,CUST-2725,64,Eskişehir,Ev & Yaşam,Roman,2,689.78,1379.56,2024-04,Tuesday
ORD-000489,2024-10-16,CUST-4478,48,Diğer,Ev & Yaşam,Ayakkabı,4,1625.66,6502.64,2024-10,Wednesday
ORD-000490,2024-06-28,CUST-2689,58,İstanbul,Kitap,Kot Pantolon,2,321.2,642.4,2024-06,Friday
ORD-000491,2024-08-10,CUST-4267,63,Adana,Kitap,Tablet,2,3531.36,7062.72,2024-08,Saturday
ORD-000492,2024-09-06,CUST-4537,43,İstanbul,Ev & Yaşam,Koşu Bandı,4,4461.75,17847.0,2024-09,Friday
ORD-000493,2024-05-26,CUST-1310,22,Ankara,Spor,Ayna,3,3197.58,9592.74,2024-05,Sunday
ORD-000494,2024-04-05,CUST-1261,37,İzmir,Kozmetik,Ayna,2,4691.88,9383.76,2024-04,Friday
ORD-000495,2024-09-13,CUST-2442,58,İzmir,Kitap,Kot Pantolon,2,686.09,1372.18,2024-09,Friday
ORD-000496,2024-11-20,CUST-1405,28,Diğer,Ev & Yaşam,Biyografi,4,484.28,1937.12,2024-11,Wednesday
ORD-000497,2024-01-04,CUST-3190,50,Antalya,Elektronik,Ayakkabı,3,4200.14,12600.42,2024-01,Thursday
ORD-000498,2024-01-16,CUST-1341,55,Ankara,Spor,Tablet,3,4284.78,12854.34,2024-01,Tuesday
ORD-000499,2024-10-06,CUST-2339,44,Gaziantep,Giyim,Roman,3,4163.65,12490.95,2024-10,Sunday
ORD-000500,2024-12-01,CUST-4172,51,Diğer,Ev & Yaşam,Halı,4,4004.88,16019.52,2024-12,Sunday
ORD-000501,2024-09-03,CUST-1243,32,İstanbul,Ev & Yaşam,Koşu Bandı,1,1843.03,1843.03,2024-09,Tuesday
ORD-000502,2024-09-14,CUST-1489,49,Diğer,Kozmetik,Futbol Topu,1,1126.44,1126.44,2024-09,Saturday
ORD-000503,2024-06-08,CUST-1011,38,İstanbul,Spor,Tablet,2,4647.58,9295.16,2024-06,Saturday
ORD-000504,2024-12-05,CUST-4310,63,Gaziantep,Kitap,Tişört,2,1569.65,3139.3,2024-12,Thursday
ORD-000505,2024-05-31,CUST-1560,22,İstanbul,Kitap,Telefon,2,2022.12,4044.24,2024-05,Friday
ORD-000506,2024-06-26,CUST-1041,23,İstanbul,Kitap,Futbol Topu,1,3512.82,3512.82,2024-06,Wednesday
ORD-000507,2024-06-11,CUST-3725,55,Ankara,Giyim,Vazo,4,1502.11,6008.44,2024-06,Tuesday
ORD-000508,2024-02-02,CUST-1593,39,Bursa,Spor,Bisiklet,2,4104.69,8209.38,2024-02,Friday
ORD-000509,2024-06-27,CUST-2452,35,Ankara,Spor,Ders Kitabı,4,396.67,1586.68,2024-06,Thursday
ORD-000510,2024-04-10,CUST-2826,31,İstanbul,Kitap,Nemlendirici,2,3966.35,7932.7,2024-04,Wednesday
ORD-000511,2024-09-24,CUST-4229,27,İzmir,Kitap,Yoga Matı,4,3029.16,12116.64,2024-09,Tuesday
ORD-000512,2024-11-18,CUST-4287,63,Diğer,Kozmetik,Yoga Matı,4,2886.32,11545.28,2024-11,Monday
ORD-000513,2024-03-05,CUST-2693,30,Ankara,Elektronik,Güneş Kremi,1,2318.97,2318.97,2024-03,Tuesday
ORD-000514,2024-06-16,CUST-4533,48,İstanbul,Elektronik,Ders Kitabı,4,1421.38,5685.52,2024-06,Sunday
ORD-000515,2024-11-25,CUST-1133,47,Ankara,Ev & Yaşam,Tişört,3,2347.15,7041.45,2024-11,Monday
ORD-000516,2024-02-12,CUST-4138,20,İstanbul,Ev & Yaşam,Halter Seti,1,2277.64,2277.64,2024-02,Monday
ORD-000517,2024-02-13,CUST-4919,47,Kayseri,Spor,Telefon,2,2939.58,5879.16,2024-02,Tuesday
ORD-000518,2024-10-11,CUST-4078,23,Kayseri,Spor,Halter Seti,1,1443.79,1443.79,2024-10,Friday
ORD-000519,2024-01-12,CUST-1947,46,İzmir,Giyim,Telefon,3,434.1,1302.3,2024-01,Friday
ORD-000520,2024-04-04,CUST-4597,25,Ankara,Giyim,Roman,3,768.19,2304.57,2024-04,Thursday
ORD-000521,2024-10-28,CUST-1072,61,Gaziantep,Elektronik,Koşu Bandı,4,3510.93,14043.72,2024-10,Monday
ORD-000522,2024-09-09,CUST-1398,62,İzmir,Ev & Yaşam,Şiir,3,161.34,484.02,2024-09,Monday
ORD-000523,2024-08-29,CUST-2428,60,Kayseri,Elektronik,Ders Kitabı,3,4289.39,12868.17,2024-08,Thursday
ORD-000524,2024-02-04,CUST-4746,61,Bursa,Elektronik,Tişört,3,3487.27,10461.81,2024-02,Sunday
ORD-000525,2024-08-02,CUST-3625,50,Gaziantep,Ev & Yaşam,Futbol Topu,3,3852.03,11556.09,2024-08,Friday
ORD-000526,2024-12-02,CUST-3906,34,İzmir,Giyim,Kulaklık,2,4188.12,8376.24,2024-12,Monday
ORD-000527,2024-03-30,CUST-1129,28,Ankara,Kozmetik,Tablet,2,657.42,1314.84,2024-03,Saturday
ORD-000528,2024-09-20,CUST-3978,30,Diğer,Kozmetik,Koşu Bandı,1,4121.13,4121.13,2024-09,Friday
ORD-000529,2024-04-02,CUST-4537,28,İzmir,Kozmetik,Parfüm,4,2547.98,10191.92,2024-04,Tuesday
ORD-000530,2024-03-30,CUST-4277,48,Bursa,Ev & Yaşam,Mont,2,4433.34,8866.68,2024-03,Saturday
ORD-000531,2024-04-24,CUST-2811,45,İstanbul,Kitap,Tişört,3,4438.6,13315.8,2024-04,Wednesday
ORD-000532,2024-04-14,CUST-3001,61,Bursa,Kitap,Tişört,4,169.68,678.72,2024-04,Sunday
ORD-000533,2024-07-14,CUST-4839,23,İzmir,Kitap,Kulaklık,2,1945.18,3890.36,2024-07,Sunday
ORD-000534,2024-11-09,CUST-1265,58,İstanbul,Spor,Roman,1,2655.67,2655.67,2024-11,Saturday
ORD-000535,2024-04-23,CUST-2560,33,İstanbul,Giyim,Nemlendirici,3,3407.88,10223.64,2024-04,Tuesday
ORD-000536,2024-03-15,CUST-2985,21,Bursa,Giyim,Tişört,4,1466.62,5866.48,2024-03,Friday
ORD-000537,2024-08-04,CUST-1792,52,Konya,Spor,Tablet,2,1298.1,2596.2,2024-08,Sunday
ORD-000538,2024-10-03,CUST-3300,43,İzmir,Elektronik,Kulaklık,4,1937.27,7749.08,2024-10,Thursday
ORD-000539,2024-09-05,CUST-3869,29,İstanbul,Kozmetik,Ders Kitabı,2,2529.65,5059.3,2024-09,Thursday
ORD-000540,2024-06-12,CUST-2312,28,Antalya,Kitap,Futbol Topu,1,4758.17,4758.17,2024-06,Wednesday
ORD-000541,2024-12-22,CUST-1163,54,İstanbul,Kozmetik,Bisiklet,3,3822.44,11467.32,2024-12,Sunday
ORD-000542,2024-07-10,CUST-1094,42,Ankara,Kitap,Kot Pantolon,1,2175.14,2175.14,2024-07,Wednesday
ORD-000543,2024-08-14,CUST-2805,35,İstanbul,Kozmetik,Kot Pantolon,3,319.11,957.33,2024-08,Wednesday
ORD-000544,2024-06-25,CUST-3880,36,İstanbul,Elektronik,Maskara,3,884.18,2652.54,2024-06,Tuesday
ORD-000545,2024-04-08,CUST-2133,40,İstanbul,Kozmetik,Şiir,4,2306.83,9227.32,2024-04,Monday
ORD-000546,2024-02-05,CUST-3383,55,Ankara,Kozmetik,Tişört,2,4078.44,8156.88,2024-02,Monday
ORD-000547,2024-04-05,CUST-1821,35,İstanbul,Ev & Yaşam,Bilim Kurgu,1,1934.44,1934.44,2024-04,Friday
ORD-000548,2024-05-31,CUST-1237,43,Ankara,Kozmetik,Tablet,1,2715.56,2715.56,2024-05,Friday
ORD-000549,2024-05-30,CUST-3428,23,İzmir,Ev & Yaşam,Ayakkabı,1,4464.43,4464.43,2024-05,Thursday
ORD-000550,2024-07-08,CUST-4507,21,Ankara,Giyim,Tablet,4,4573.29,18293.16,2024-07,Monday
ORD-000551,2024-08-11,CUST-3946,61,Ankara,Spor,Halı,4,1118.09,4472.36,2024-08,Sunday
ORD-000552,2024-02-06,CUST-3530,46,Kayseri,Kozmetik,Biyografi,4,265.79,1063.16,2024-02,Tuesday
ORD-000553,2024-09-24,CUST-2960,51,İstanbul,Giyim,Lambader,3,1561.78,4685.34,2024-09,Tuesday
ORD-000554,2024-07-01,CUST-3949,34,İzmir,Ev & Yaşam,Elbise,1,3494.22,3494.22,2024-07,Monday
ORD-000555,2024-01-13,CUST-2048,60,İstanbul,Kozmetik,Smartwatch,3,4758.01,14274.03,2024-01,Saturday
ORD-000556,2024-10-05,CUST-2676,60,İstanbul,Kozmetik,Mont,1,431.31,431.31,2024-10,Saturday
ORD-000557,2024-08-04,CUST-4188,33,İzmir,Elektronik,Ayna,1,190.99,190.99,2024-08,Sunday
ORD-000558,2024-12-20,CUST-3529,19,İzmir,Giyim,Kot Pantolon,2,4426.53,8853.06,2024-12,Friday
ORD-000559,2024-12-26,CUST-4463,51,Eskişehir,Kitap,Maskara,1,3753.32,3753.32,2024-12,Thursday
ORD-000560,2024-10-12,CUST-3964,25,İzmir,Kitap,Koşu Bandı,4,4961.63,19846.52,2024-10,Saturday
ORD-000561,2024-09-29,CUST-4041,30,Diğer,Elektronik,Lambader,4,2014.12,8056.48,2024-09,Sunday
ORD-000562,2024-03-02,CUST-1963,59,İstanbul,Ev & Yaşam,Kot Pantolon,4,2109.45,8437.8,2024-03,Saturday
ORD-000563,2024-03-24,CUST-1536,25,İstanbul,Kitap,Smartwatch,2,902.94,1805.88,2024-03,Sunday
ORD-000564,2024-08-04,CUST-4150,47,İstanbul,Kitap,Mont,2,623.44,1246.88,2024-08,Sunday
ORD-000565,2024-12-07,CUST-2603,49,İstanbul,Spor,Tablet,3,2914.65,8743.95,2024-12,Saturday
ORD-000566,2024-07-05,CUST-4244,53,İzmir,Giyim,Halter Seti,1,1853.21,1853.21,2024-07,Friday
ORD-000567,2024-01-19,CUST-2979,64,Bursa,Ev & Yaşam,Kot Pantolon,1,447.57,447.57,2024-01,Friday
ORD-000568,2024-06-25,CUST-4083,47,İstanbul,Kozmetik,Futbol Topu,4,4440.59,17762.36,2024-06,Tuesday
ORD-000569,2024-04-09,CUST-4871,18,Diğer,Giyim,Perde,4,1031.86,4127.44,2024-04,Tuesday
ORD-000570,2024-08-20,CUST-1127,60,Kayseri,Ev & Yaşam,Telefon,4,3755.49,15021.96,2024-08,Tuesday
ORD-000571,2024-03-16,CUST-4679,56,İstanbul,Kitap,Maskara,4,1447.03,5788.12,2024-03,Saturday
ORD-000572,2024-09-21,CUST-1091,34,İstanbul,Spor,Vazo,4,4073.88,16295.52,2024-09,Saturday
ORD-000573,2024-10-10,CUST-4724,37,İstanbul,Giyim,Laptop,4,636.06,2544.24,2024-10,Thursday
ORD-000574,2024-07-24,CUST-1542,41,İstanbul,Kitap,Yoga Matı,1,3792.55,3792.55,2024-07,Wednesday
ORD-000575,2024-08-10,CUST-1845,39,İstanbul,Ev & Yaşam,Bilim Kurgu,2,535.69,1071.38,2024-08,Saturday
ORD-000576,2024-02-21,CUST-4603,46,İzmir,Giyim,Mont,4,2262.23,9048.92,2024-02,Wednesday
ORD-000577,2024-12-04,CUST-2681,39,İstanbul,Kozmetik,Koşu Bandı,1,3683.32,3683.32,2024-12,Wednesday
ORD-000578,2024-05-23,CUST-4036,61,Ankara,Giyim,Laptop,4,907.43,3629.72,2024-05,Thursday
ORD-000579,2024-03-09,CUST-2851,26,Diğer,Kitap,Smartwatch,3,1464.04,4392.12,2024-03,Saturday
ORD-000580,2024-04-08,CUST-3494,54,Antalya,Giyim,Laptop,3,4330.6,12991.8,2024-04,Monday
ORD-000581,2024-01-25,CUST-1389,27,Diğer,Kozmetik,Smartwatch,1,4431.34,4431.34,2024-01,Thursday
ORD-000582,2024-02-22,CUST-3719,53,İstanbul,Spor,Tişört,2,272.43,544.86,2024-02,Thursday
ORD-000583,2024-05-30,CUST-2884,54,Ankara,Spor,Vazo,3,882.05,2646.15,2024-05,Thursday
ORD-000584,2024-05-23,CUST-1042,45,İzmir,Kitap,Ruj,3,631.49,1894.47,2024-05,Thursday
ORD-000585,2024-02-26,CUST-1253,45,İstanbul,Ev & Yaşam,Ders Kitabı,2,939.48,1878.96,2024-02,Monday
ORD-000586,2024-02-08,CUST-4201,59,İstanbul,Kitap,Mont,3,4852.43,14557.29,2024-02,Thursday
ORD-000587,2024-04-18,CUST-2083,60,Antalya,Spor,Laptop,4,2780.69,11122.76,2024-04,Thursday
ORD-000588,2024-06-29,CUST-3710,38,Bursa,Elektronik,Mont,2,2367.16,4734.32,2024-06,Saturday
ORD-000589,2024-02-11,CUST-3514,41,Ankara,Elektronik,Bisiklet,3,4923.11,14769.33,2024-02,Sunday
ORD-000590,2024-07-04,CUST-3334,59,Ankara,Giyim,Ruj,2,2806.93,5613.86,2024-07,Thursday
ORD-000591,2024-08-10,CUST-4058,57,Ankara,Kozmetik,Laptop,4,3322.53,13290.12,2024-08,Saturday
ORD-000592,2024-05-01,CUST-2540,19,İstanbul,Giyim,Ders Kitabı,3,1697.21,5091.63,2024-05,Wednesday
ORD-000593,2024-05-12,CUST-4538,25,İstanbul,Elektronik,Tablet,1,1941.47,1941.47,2024-05,Sunday
ORD-000594,2024-06-11,CUST-2953,44,İstanbul,Spor,Maskara,3,2992.33,8976.99,2024-06,Tuesday
ORD-000595,2024-08-02,CUST-3825,39,İstanbul,Giyim,Şiir,3,395.44,1186.32,2024-08,Friday
ORD-000596,2024-08-08,CUST-3392,54,Diğer,Kitap,Maskara,4,1316.62,5266.48,2024-08,Thursday
ORD-000597,2024-08-22,CUST-1641,44,İzmir,Kozmetik,Şiir,1,1024.22,1024.22,2024-08,Thursday
ORD-000598,2024-11-26,CUST-3429,46,Adana,Kitap,Vazo,1,128.67,128.67,2024-11,Tuesday
ORD-000599,2024-05-25,CUST-4850,20,İstanbul,Kozmetik,Halı,1,2707.66,2707.66,2024-05,Saturday
ORD-000600,2024-08-26,CUST-1689,61,Ankara,Spor,Tişört,4,2827.21,11308.84,2024-08,Monday
ORD-000601,2024-03-16,CUST-2276,30,İstanbul,Giyim,Kot Pantolon,4,1950.5,7802.0,2024-03,Saturday
ORD-000602,2024-01-09,CUST-2950,62,İstanbul,Kozmetik,Biyografi,4,1380.2,5520.8,2024-01,Tuesday
ORD-000603,2024-03-14,CUST-2079,27,İstanbul,Kitap,Tablet,4,3277.7,13110.8,2024-03,Thursday
ORD-000604,2024-09-09,CUST-2486,53,Gaziantep,Giyim,Bisiklet,4,716.56,2866.24,2024-09,Monday
ORD-000605,2024-08-17,CUST-1456,26,Antalya,Giyim,Yoga Matı,1,2617.14,2617.14,2024-08,Saturday
ORD-000606,2024-01-07,CUST-1982,44,İzmir,Kitap,Tablet,2,3851.97,7703.94,2024-01,Sunday
ORD-000607,2024-06-22,CUST-3130,51,Ankara,Elektronik,Telefon,4,863.28,3453.12,2024-06,Saturday
ORD-000608,2024-05-20,CUST-4976,18,Diğer,Kozmetik,Lambader,2,3778.63,7557.26,2024-05,Monday
ORD-000609,2024-06-16,CUST-2122,49,İstanbul,Kitap,Koşu Bandı,3,3815.93,11447.79,2024-06,Sunday
ORD-000610,2024-06-18,CUST-1148,42,İstanbul,Spor,Biyografi,3,346.64,1039.92,2024-06,Tuesday
ORD-000611,2024-10-09,CUST-2352,46,İstanbul,Ev & Yaşam,Ruj,4,142.98,571.92,2024-10,Wednesday
ORD-000612,2024-05-01,CUST-2179,24,Gaziantep,Kitap,Mont,3,4870.98,14612.94,2024-05,Wednesday
ORD-000613,2024-07-12,CUST-1189,20,Diğer,Giyim,Parfüm,2,1007.24,2014.48,2024-07,Friday
ORD-000614,2024-01-05,CUST-4565,37,İstanbul,Giyim,Lambader,3,4119.59,12358.77,2024-01,Friday
ORD-000615,2024-01-29,CUST-1882,37,Eskişehir,Kitap,Bisiklet,3,2831.16,8493.48,2024-01,Monday
ORD-000616,2024-06-13,CUST-3310,47,Kayseri,Ev & Yaşam,Tablet,2,1359.14,2718.28,2024-06,Thursday
ORD-000617,2024-12-04,CUST-4151,52,İstanbul,Kitap,Bisiklet,3,693.35,2080.05,2024-12,Wednesday
ORD-000618,2024-05-15,CUST-1399,52,Ankara,Ev & Yaşam,Şiir,4,2508.55,10034.2,2024-05,Wednesday
ORD-000619,2024-12-30,CUST-3811,56,Ankara,Ev & Yaşam,Lambader,2,2066.41,4132.82,2024-12,Monday
ORD-000620,2024-11-16,CUST-1608,44,Diğer,Spor,Smartwatch,2,3509.49,7018.98,2024-11,Saturday
ORD-000621,2024-12-07,CUST-4331,43,İstanbul,Kozmetik,Ruj,1,4525.63,4525.63,2024-12,Saturday
ORD-000622,2024-05-24,CUST-2795,31,Gaziantep,Giyim,Şiir,1,4035.98,4035.98,2024-05,Friday
ORD-000623,2024-11-22,CUST-2638,34,İstanbul,Giyim,Maskara,2,1408.54,2817.08,2024-11,Friday
ORD-000624,2024-08-04,CUST-2575,35,Adana,Ev & Yaşam,Kot Pantolon,2,4400.72,8801.44,2024-08,Sunday
ORD-000625,2024-10-27,CUST-3832,62,Ankara,Giyim,Lambader,1,4175.29,4175.29,2024-10,Sunday
ORD-000626,2024-05-11,CUST-3148,46,İzmir,Elektronik,Bilim Kurgu,4,4649.22,18596.88,2024-05,Saturday
ORD-000627,2024-10-18,CUST-2382,37,Kayseri,Ev & Yaşam,Ders Kitabı,3,2320.37,6961.11,2024-10,Friday
ORD-000628,2024-03-10,CUST-2403,44,Gaziantep,Giyim,Güneş Kremi,3,3854.45,11563.35,2024-03,Sunday
ORD-000629,2024-09-08,CUST-1819,35,Eskişehir,Elektronik,Laptop,3,2978.71,8936.13,2024-09,Sunday
ORD-000630,2024-10-01,CUST-4292,21,İstanbul,Spor,Tişört,2,1586.99,3173.98,2024-10,Tuesday
ORD-000631,2024-12-29,CUST-1819,18,Antalya,Giyim,Nemlendirici,4,4972.43,19889.72,2024-12,Sunday
ORD-000632,2024-06-30,CUST-1419,18,İstanbul,Elektronik,Roman,1,239.62,239.62,2024-06,Sunday
ORD-000633,2024-06-15,CUST-1123,43,Ankara,Kitap,Halı,4,853.25,3413.0,2024-06,Saturday
ORD-000634,2024-03-31,CUST-1421,62,İzmir,Kozmetik,Roman,4,4468.08,17872.32,2024-03,Sunday
ORD-000635,2024-07-20,CUST-4302,37,Ankara,Kitap,Bisiklet,3,349.79,1049.37,2024-07,Saturday
ORD-000636,2024-12-11,CUST-4761,40,İzmir,Elektronik,Halı,1,4439.76,4439.76,2024-12,Wednesday
ORD-000637,2024-01-19,CUST-4134,27,Diğer,Ev & Yaşam,Vazo,4,3590.35,14361.4,2024-01,Friday
ORD-000638,2024-02-08,CUST-2508,28,İstanbul,Ev & Yaşam,Şiir,1,231.59,231.59,2024-02,Thursday
ORD-000639,2024-05-05,CUST-4699,58,Antalya,Giyim,Laptop,2,2175.13,4350.26,2024-05,Sunday
ORD-000640,2024-06-21,CUST-4774,58,Ankara,Kitap,Halı,3,3784.63,11353.89,2024-06,Friday
ORD-000641,2024-05-20,CUST-2597,22,İstanbul,Ev & Yaşam,Koşu Bandı,1,2936.35,2936.35,2024-05,Monday
ORD-000642,2024-08-29,CUST-1767,18,İstanbul,Ev & Yaşam,Parfüm,2,4682.56,9365.12,2024-08,Thursday
ORD-000643,2024-08-07,CUST-3044,34,Diğer,Kitap,Laptop,2,4344.84,8689.68,2024-08,Wednesday
ORD-000644,2024-05-05,CUST-3530,39,Eskişehir,Spor,Laptop,2,1696.61,3393.22,2024-05,Sunday
ORD-000645,2024-02-27,CUST-3566,51,Diğer,Ev & Yaşam,Smartwatch,4,468.9,1875.6,2024-02,Tuesday
ORD-000646,2024-05-27,CUST-3202,62,Diğer,Kozmetik,Vazo,4,4724.07,18896.28,2024-05,Monday
ORD-000647,2024-11-12,CUST-3139,58,İstanbul,Elektronik,Kulaklık,3,2610.57,7831.71,2024-11,Tuesday
ORD-000648,2024-12-26,CUST-4029,46,Ankara,Giyim,Roman,3,418.27,1254.81,2024-12,Thursday
ORD-000649,2024-01-01,CUST-2549,21,Antalya,Ev & Yaşam,Kulaklık,2,4092.05,8184.1,2024-01,Monday
ORD-000650,2024-12-13,CUST-3502,22,Ankara,Kozmetik,Halter Seti,3,4349.11,13047.33,2024-12,Friday
ORD-000651,2024-07-08,CUST-2764,28,Ankara,Kozmetik,Elbise,4,3215.15,12860.6,2024-07,Monday
ORD-000652,2024-07-09,CUST-3044,38,Ankara,Ev & Yaşam,Yoga Matı,3,2265.17,6795.51,2024-07,Tuesday
ORD-000653,2024-11-07,CUST-3645,52,İzmir,Spor,Vazo,1,3327.76,3327.76,2024-11,Thursday
ORD-000654,2024-04-26,CUST-4716,29,İzmir,Elektronik,Tablet,4,3548.08,14192.32,2024-04,Friday
ORD-000655,2024-05-13,CUST-1509,43,İstanbul,Giyim,Tablet,2,4470.5,8941.0,2024-05,Monday
ORD-000656,2024-02-27,CUST-2206,36,Ankara,Ev & Yaşam,Ders Kitabı,2,4781.52,9563.04,2024-02,Tuesday
ORD-000657,2024-02-13,CUST-1385,62,İzmir,Giyim,Parfüm,3,2595.89,7787.67,2024-02,Tuesday
ORD-000658,2024-06-21,CUST-2597,24,İzmir,Kitap,Telefon,4,4002.55,16010.2,2024-06,Friday
ORD-000659,2024-06-08,CUST-4802,64,İstanbul,Kozmetik,Yoga Matı,2,4824.32,9648.64,2024-06,Saturday
ORD-000660,2024-06-21,CUST-3452,24,Konya,Kozmetik,Halı,2,798.65,1597.3,2024-06,Friday
ORD-000661,2024-11-12,CUST-3293,43,İstanbul,Ev & Yaşam,Kot Pantolon,4,140.43,561.72,2024-11,Tuesday
ORD-000662,2024-10-29,CUST-1741,57,Ankara,Ev & Yaşam,Tablet,4,4351.37,17405.48,2024-10,Tuesday
ORD-000663,2024-05-28,CUST-4662,22,Gaziantep,Kitap,Mont,2,1016.6,2033.2,2024-05,Tuesday
ORD-000664,2024-03-20,CUST-3708,38,İzmir,Spor,Telefon,3,260.27,780.81,2024-03,Wednesday
ORD-000665,2024-07-31,CUST-3697,31,İstanbul,Ev & Yaşam,Ayna,3,842.48,2527.44,2024-07,Wednesday
ORD-000666,2024-07-21,CUST-4542,21,Antalya,Kozmetik,Nemlendirici,3,1951.37,5854.11,2024-07,Sunday
ORD-000667,2024-09-08,CUST-4897,40,İzmir,Giyim,Halter Seti,1,1135.37,1135.37,2024-09,Sunday
ORD-000668,2024-08-16,CUST-2911,59,Gaziantep,Elektronik,Vazo,4,1561.01,6244.04,2024-08,Friday
ORD-000669,2024-06-12,CUST-2446,37,Adana,Giyim,Tişört,2,4877.71,9755.42,2024-06,Wednesday
ORD-000670,2024-08-14,CUST-1900,32,Bursa,Spor,Smartwatch,1,3536.81,3536.81,2024-08,Wednesday
ORD-000671,2024-05-26,CUST-3112,62,Ankara,Elektronik,Ayakkabı,3,3575.35,10726.05,2024-05,Sunday
ORD-000672,2024-01-20,CUST-4084,46,İstanbul,Giyim,Halter Seti,1,518.69,518.69,2024-01,Saturday
ORD-000673,2024-02-16,CUST-3260,25,İstanbul,Giyim,Lambader,2,3673.89,7347.78,2024-02,Friday
ORD-000674,2024-08-20,CUST-3009,58,Ankara,Kitap,Kot Pantolon,2,3709.75,7419.5,2024-08,Tuesday
ORD-000675,2024-10-31,CUST-1241,36,İzmir,Spor,Tişört,4,3315.74,13262.96,2024-10,Thursday
ORD-000676,2024-01-14,CUST-3540,56,İzmir,Kozmetik,Futbol Topu,3,1180.76,3542.28,2024-01,Sunday
ORD-000677,2024-05-22,CUST-4284,63,İstanbul,Kitap,Tablet,3,2144.03,6432.09,2024-05,Wednesday
ORD-000678,2024-01-01,CUST-4764,45,İstanbul,Elektronik,Kot Pantolon,1,4239.07,4239.07,2024-01,Monday
ORD-000679,2024-02-23,CUST-3385,63,Ankara,Kozmetik,Koşu Bandı,3,3367.5,10102.5,2024-02,Friday
ORD-000680,2024-09-15,CUST-3020,44,İstanbul,Kitap,Smartwatch,1,3677.21,3677.21,2024-09,Sunday
ORD-000681,2024-05-23,CUST-1172,21,Adana,Spor,Nemlendirici,2,2957.5,5915.0,2024-05,Thursday
ORD-000682,2024-01-12,CUST-1671,32,İstanbul,Ev & Yaşam,Telefon,2,2275.45,4550.9,2024-01,Friday
ORD-000683,2024-11-25,CUST-1163,52,İzmir,Ev & Yaşam,Maskara,2,3807.31,7614.62,2024-11,Monday
ORD-000684,2024-08-11,CUST-1464,54,Diğer,Elektronik,Halı,2,386.23,772.46,2024-08,Sunday
ORD-000685,2024-09-28,CUST-4042,18,İstanbul,Ev & Yaşam,Yoga Matı,2,3382.15,6764.3,2024-09,Saturday
ORD-000686,2024-12-23,CUST-1496,20,Ankara,Kitap,Telefon,1,4986.16,4986.16,2024-12,Monday
ORD-000687,2024-06-04,CUST-1699,64,İstanbul,Elektronik,Güneş Kremi,2,3911.95,7823.9,2024-06,Tuesday
ORD-000688,2024-01-08,CUST-3442,41,Bursa,Kozmetik,Maskara,1,1488.29,1488.29,2024-01,Monday
ORD-000689,2024-05-01,CUST-1702,44,İzmir,Spor,Ayna,2,1425.21,2850.42,2024-05,Wednesday
ORD-000690,2024-12-13,CUST-2940,57,Ankara,Elektronik,Bilim Kurgu,1,3352.73,3352.73,2024-12,Friday
ORD-000691,2024-06-12,CUST-3355,53,İzmir,Kozmetik,Halter Seti,1,4484.48,4484.48,2024-06,Wednesday
ORD-000692,2024-03-30,CUST-2791,51,Diğer,Elektronik,Bilim Kurgu,1,2910.85,2910.85,2024-03,Saturday
ORD-000693,2024-05-15,CUST-1182,46,İstanbul,Giyim,Kulaklık,3,2660.64,7981.92,2024-05,Wednesday
ORD-000694,2024-07-04,CUST-1628,41,İstanbul,Giyim,Halter Seti,1,843.9,843.9,2024-07,Thursday
ORD-000695,2024-11-11,CUST-4865,41,Eskişehir,Elektronik,Halı,1,3591.51,3591.51,2024-11,Monday
ORD-000696,2024-06-26,CUST-3557,59,İzmir,Ev & Yaşam,Smartwatch,2,3526.38,7052.76,2024-06,Wednesday
ORD-000697,2024-01-28,CUST-2731,21,Diğer,Giyim,Halter Seti,1,4836.41,4836.41,2024-01,Sunday
ORD-000698,2024-08-07,CUST-1545,20,İzmir,Spor,Yoga Matı,1,1535.95,1535.95,2024-08,Wednesday
ORD-000699,2024-12-22,CUST-2587,51,Gaziantep,Kozmetik,Şiir,4,3794.41,15177.64,2024-12,Sunday
ORD-000700,2024-02-10,CUST-1623,40,Ankara,Kitap,Tablet,3,2198.62,6595.86,2024-02,Saturday
ORD-000701,2024-08-15,CUST-4835,40,Konya,Giyim,Perde,4,2814.44,11257.76,2024-08,Thursday
ORD-000702,2024-07-10,CUST-1593,62,Diğer,Elektronik,Lambader,2,4091.45,8182.9,2024-07,Wednesday
ORD-000703,2024-05-24,CUST-1743,22,İzmir,Ev & Yaşam,Tablet,3,1148.88,3446.64,2024-05,Friday
ORD-000704,2024-07-19,CUST-4298,48,İstanbul,Kitap,Kulaklık,3,1747.2,5241.6,2024-07,Friday
ORD-000705,2024-07-30,CUST-2768,58,İstanbul,Kozmetik,Ruj,4,3877.88,15511.52,2024-07,Tuesday
ORD-000706,2024-08-07,CUST-4804,23,İstanbul,Kozmetik,Kot Pantolon,3,2873.77,8621.31,2024-08,Wednesday
